"dtime per week","Average speed (Mbps)"
"2010-12-27",null
"2011-01-03",null
"2011-01-10",null
"2011-01-17",null
"2011-01-24",null
"2011-01-31","5.453"
"2011-02-07","5.357"
"2011-02-14","5.398"
"2011-02-21","5.301"
"2011-02-28","5.199"
"2011-03-07","5.082"
"2011-03-14","4.926"
"2011-03-21","4.952"
"2011-03-28","5.017"
"2011-04-04",5
"2011-04-11","5.026"
"2011-04-18","5.06"
"2011-04-25","5.138"
"2011-05-02","5.126"
"2011-05-09","5.181"
"2011-05-16","5.118"
"2011-05-23","5.165"
"2011-05-30","5.182"
"2011-06-06","5.2"
"2011-06-13","5.242"
"2011-06-20","5.302"
"2011-06-27","5.23"
"2011-07-04","5.109"
"2011-07-11","5.176"
"2011-07-18","5.228"
"2011-07-25","5.155"
"2011-08-01","5.137"
"2011-08-08","5.161"
"2011-08-15","5.177"
"2011-08-22","5.175"
"2011-08-29","5.135"
"2011-09-05","5.119"
"2011-09-12","5.225"
"2011-09-19","5.267"
"2011-09-26","5.244"
"2011-10-03","5.222"
"2011-10-10","5.248"
"2011-10-17","5.31"
"2011-10-24","5.342"
"2011-10-31","5.372"
"2011-11-07","5.417"
"2011-11-14","5.469"
"2011-11-21","5.502"
"2011-11-28","5.452"
"2011-12-05","5.467"
"2011-12-12","5.483"
"2011-12-19","5.542"
"2011-12-26","5.596"
"2012-01-02","5.382"
"2012-01-09","5.373"
"2012-01-16","5.381"
"2012-01-23","5.446"
"2012-01-30","5.512"
"2012-02-06","5.497"
"2012-02-13","5.503"
"2012-02-20","5.582"
"2012-02-27","5.613"
"2012-03-05","5.489"
"2012-03-12","5.293"
"2012-03-19","5.216"
"2012-03-26","5.202"
"2012-04-02","5.168"
"2012-04-09","5.108"
"2012-04-16","5.202"
"2012-04-23","5.414"
"2012-04-30","5.503"
"2012-05-07","5.496"
"2012-05-14","5.556"
"2012-05-21","5.559"
"2012-05-28","5.539"
"2012-06-04","5.55"
"2012-06-11","5.547"
"2012-06-18","5.536"
"2012-06-25","5.592"
"2012-07-02","5.584"
"2012-07-09","5.577"
"2012-07-16","5.573"
"2012-07-23","5.631"
"2012-07-30","5.671"
"2012-08-06","5.711"
"2012-08-13","5.682"
"2012-08-20","5.707"
"2012-08-27","5.771"
"2012-09-03","5.738"
"2012-09-10","6.18"
"2012-09-17","6.231"
"2012-09-24","6.491"
"2012-10-01","6.542"
"2012-10-08","6.571"
"2012-10-15","6.599"
"2012-10-22","6.644"
"2012-10-29","6.679"
"2012-11-05","6.705"
"2012-11-12","6.606"
"2012-11-19","6.667"
"2012-11-26","7.372"
"2012-12-03","7.527"
"2012-12-10","7.493"
"2012-12-17","7.457"
"2012-12-24","7.486"
"2012-12-31","7.216"
"2013-01-07","7.286"
"2013-01-14","7.411"
"2013-01-21","7.456"
"2013-01-28","7.539"
"2013-02-04","7.475"
"2013-02-11","7.462"
"2013-02-18","7.547"
"2013-02-25","7.579"
"2013-03-04","7.617"
"2013-03-11","7.602"
"2013-03-18","7.583"
"2013-03-25","7.611"
"2013-04-01","7.709"
"2013-04-08","7.656"
"2013-04-15","7.706"
"2013-04-22","7.673"
"2013-04-29","7.672"
"2013-05-06","7.681"
"2013-05-13","7.778"
"2013-05-20","7.833"
"2013-05-27","7.842"
"2013-06-03","7.805"
"2013-06-10","7.809"
"2013-06-17","8.042"
"2013-06-24","8.121"
"2013-07-01","8.129"
"2013-07-08","8.089"
"2013-07-15","8.249"
"2013-07-22","8.221"
"2013-07-29","8.282"
"2013-08-05","8.395"
"2013-08-12","8.61"
"2013-08-19","8.65"
"2013-08-26","8.705"
"2013-09-02","8.58"
"2013-09-09","8.712"
"2013-09-16","9.104"
"2013-09-23","9.609"
"2013-09-30","9.66"
"2013-10-07","9.726"
"2013-10-14","9.863"
"2013-10-21","9.813"
"2013-10-28","9.918"
"2013-11-04","10.1"
"2013-11-11","10.163"
"2013-11-18","10.222"
"2013-11-25","10.308"
"2013-12-02","10.165"
"2013-12-09","10.177"
"2013-12-16","10.311"
"2013-12-23","10.29"
"2013-12-30","10.097"
"2014-01-06","10.015"
"2014-01-13","10.066"
"2014-01-20","10.005"
"2014-01-27","10.096"
"2014-02-03","10.139"
"2014-02-10","10.221"
"2014-02-17","10.252"
"2014-02-24","10.288"
"2014-03-03","10.443"
"2014-03-10","10.536"
"2014-03-17","10.591"
"2014-03-24","10.719"
"2014-03-31","10.562"
"2014-04-07","10.575"
"2014-04-14","10.635"
"2014-04-21","10.686"
"2014-04-28","10.72"
"2014-05-05","10.665"
"2014-05-12","10.785"
"2014-05-19","10.81"
"2014-05-26","10.892"
"2014-06-02","10.847"
"2014-06-09","9.962"
"2014-06-16","8.746"
"2014-06-23","8.83"
"2014-06-30","8.921"
"2014-07-07","8.896"
"2014-07-14","9.133"
"2014-07-21","9.162"
"2014-07-28","9.031"
"2014-08-04","9.038"
"2014-08-11","9.512"
"2014-08-18","9.443"
"2014-08-25","9.68"
"2014-09-01","9.436"
"2014-09-08","9.559"
"2014-09-15","9.7"
"2014-09-22","9.863"
"2014-09-29","9.873"
"2014-10-06","9.923"
"2014-10-13","9.973"
"2014-10-20","9.969"
"2014-10-27","10.118"
"2014-11-03","10.097"
"2014-11-10","10.183"
"2014-11-17","10.169"
"2014-11-24","10.309"
"2014-12-01","10.358"
"2014-12-08","10.531"
"2014-12-15","10.455"
"2014-12-22","10.558"
"2014-12-29","9.431"
"2015-01-05","8.346"
"2015-01-12","8.458"
"2015-01-19","8.387"
"2015-01-26","8.44"
"2015-02-02","8.439"
"2015-02-09","8.463"
"2015-02-16","8.491"
"2015-02-23","8.531"
"2015-03-02","8.595"
"2015-03-09","8.518"
"2015-03-16","8.535"
"2015-03-23","8.473"
"2015-03-30","8.428"
"2015-04-06","8.497"
"2015-04-13","8.484"
"2015-04-20","8.454"
"2015-04-27","8.55"
"2015-05-04","8.504"
"2015-05-11","8.413"
"2015-05-18","8.456"
"2015-05-25","8.544"
"2015-06-01","8.466"
"2015-06-08","8.504"
"2015-06-15","8.38"
"2015-06-22","8.538"
"2015-06-29","8.493"
"2015-07-06","8.436"
"2015-07-13","8.403"
"2015-07-20","8.492"
"2015-07-27","8.446"
"2015-08-03","8.443"
"2015-08-10","8.56"
"2015-08-17","8.648"
"2015-08-24","8.547"
"2015-08-31","8.735"
"2015-09-07","9.176"
"2015-09-14","9.296"
"2015-09-21","9.533"
"2015-09-28","9.387"
"2015-10-05","9.126"
"2015-10-12","9.07"
"2015-10-19","9.1"
"2015-10-26","9.159"
"2015-11-02","8.896"
"2015-11-09","8.947"
"2015-11-16","8.974"
"2015-11-23","9.061"
"2015-11-30","9.126"
"2015-12-07","9.144"
"2015-12-14","9.402"
"2015-12-21","9.472"
"2015-12-28","11.938"
"2016-01-04","12.374"
"2016-01-11","12.428"
"2016-01-18","12.344"
"2016-01-25","12.502"
"2016-02-01","12.408"
"2016-02-08","12.683"
"2016-02-15","12.871"
"2016-02-22","12.881"
"2016-02-29","12.799"
"2016-03-07","12.977"
"2016-03-14","12.931"
"2016-03-21","13.007"
"2016-03-28","13.238"
"2016-04-04","13.105"
"2016-04-11","13.228"
"2016-04-18","13.439"
"2016-04-25","13.467"
"2016-05-02","13.429"
"2016-05-09","13.148"
"2016-05-16","13.254"
"2016-05-23","13.322"
"2016-05-30","13.222"
"2016-06-06","14.011"
"2016-06-13","13.816"
"2016-06-20","14.37"
"2016-06-27","14.234"
"2016-07-04","13.147"
"2016-07-11","13.347"
"2016-07-18","13.719"
"2016-07-25","14.068"
"2016-08-01","13.7"
"2016-08-08","13.393"
"2016-08-15","13.276"
"2016-08-22","14.097"
"2016-08-29","13.613"
"2016-09-05","13.194"
"2016-09-12","13.359"
"2016-09-19","13.394"
"2016-09-26","13.441"
"2016-10-03","13.284"
"2016-10-10","13.141"
"2016-10-17","13.419"
"2016-10-24","13.791"
"2016-10-31","13.887"
"2016-11-07","14.476"
"2016-11-14","13.998"
"2016-11-21","14.256"
"2016-11-28","14.536"
"2016-12-05","14.544"
"2016-12-12","14.574"
"2016-12-19","14.031"
"2016-12-26","14.352"
"2017-01-02","10.936"
"2017-01-09","11.096"
"2017-01-16","11.152"
"2017-01-23","11.242"
"2017-01-30","10.908"
"2017-02-06","11.094"
"2017-02-13","11.119"
"2017-02-20","11.125"
"2017-02-27","11.078"
"2017-03-06","10.856"
"2017-03-13","10.97"
"2017-03-20","10.666"
"2017-03-27","10.926"
"2017-04-03","11.022"
"2017-04-10","11.241"
"2017-04-17","11.565"
"2017-04-24","12.241"
"2017-05-01","12.569"
"2017-05-08","12.542"
"2017-05-15","12.433"
"2017-05-22","12.601"
"2017-05-29","12.716"
"2017-06-05","12.486"
"2017-06-12","12.336"
"2017-06-19","12.522"
"2017-06-26","13.06"
"2017-07-03","13.019"
"2017-07-10","12.429"
"2017-07-17","11.177"
"2017-07-24","12.478"
"2017-07-31","11.632"
"2017-08-07","12.009"
"2017-08-14","12.009"
"2017-08-21","12.047"
"2017-08-28",12
"2017-09-04","12.283"
"2017-09-11","12.668"
"2017-09-18","12.795"
"2017-09-25","12.679"
"2017-10-02","12.743"
"2017-10-09","12.413"
"2017-10-16","12.285"
"2017-10-23","12.482"
"2017-10-30","12.566"
"2017-11-06","12.886"
"2017-11-13","13.083"
"2017-11-20","12.746"
"2017-11-27","12.921"
"2017-12-04","12.554"
"2017-12-11","13.23"
"2017-12-18","13.386"
"2017-12-25","13.492"
"2018-01-01","14.631"
"2018-01-08","15.052"
"2018-01-15","15.087"
"2018-01-22","15.469"
"2018-01-29","15.282"
"2018-02-05","15.199"
"2018-02-12","15.537"
"2018-02-19","15.638"
"2018-02-26","15.915"
"2018-03-05","15.701"
"2018-03-12","14.78"
"2018-03-19","14.834"
"2018-03-26","14.251"
"2018-04-02","14.401"
"2018-04-09","14.274"
"2018-04-16","14.472"
"2018-04-23","14.501"
"2018-04-30","14.508"
"2018-05-07","14.637"
"2018-05-14","14.556"
"2018-05-21","14.503"
"2018-05-28","14.833"
"2018-06-04","14.805"
"2018-06-11","15.114"
"2018-06-18","15.103"
"2018-06-25","15.142"
"2018-07-02","15.516"
"2018-07-09","15.524"
"2018-07-16","15.569"
"2018-07-23","15.686"
"2018-07-30","15.398"
"2018-08-06","15.399"
"2018-08-13","15.443"
"2018-08-20","15.794"
"2018-08-27","15.139"
"2018-09-03","14.565"
"2018-09-10","14.439"
"2018-09-17","14.641"
"2018-09-24","14.706"
"2018-10-01","14.65"
"2018-10-08","14.837"
"2018-10-15","15.276"
"2018-10-22","15.49"
"2018-10-29","15.333"
"2018-11-05","15.327"
"2018-11-12","15.759"
"2018-11-19","15.937"
"2018-11-26","15.843"
"2018-12-03","15.793"
"2018-12-10","15.901"
"2018-12-17","16.36"
"2018-12-24","16.226"
"2018-12-31","16.123"
"2019-01-07","16.16"
"2019-01-14","16.149"
"2019-01-21","16.153"
"2019-01-28","16.352"
"2019-02-04","16.711"
"2019-02-11","16.647"
"2019-02-18","16.622"
"2019-02-25","16.77"
"2019-03-04","17.092"
"2019-03-11","17.305"
"2019-03-18","16.703"
"2019-03-25","17.212"
"2019-04-01","17.732"
"2019-04-08","17.691"
"2019-04-15","17.881"
"2019-04-22","18.084"
"2019-04-29","18.326"
"2019-05-06","18.578"
"2019-05-13","18.828"
"2019-05-20","19.507"
"2019-05-27","21.595"
"2019-06-03","20.183"
"2019-06-10","19.541"
"2019-06-17","19.712"
"2019-06-24","20.242"
"2019-07-01","19.727"
"2019-07-08","18.706"
"2019-07-15","18.603"
"2019-07-22","18.511"
"2019-07-29","18.37"
"2019-08-05","18.24"
"2019-08-12","18.459"
"2019-08-19","18.506"
"2019-08-26","18.533"
"2019-09-02","18.283"
"2019-09-09","18.279"
"2019-09-16","18.255"
"2019-09-23","18.451"
"2019-09-30","18.35"
"2019-10-07","18.976"
"2019-10-14","19.577"
"2019-10-21","20.031"
"2019-10-28","20.055"
"2019-11-04","20.077"
"2019-11-11","20.573"
"2019-11-18","20.362"
"2019-11-25","20.281"
"2019-12-02","20.569"
"2019-12-09","21.12"
"2019-12-16","20.86"
"2019-12-23","21.155"
"2019-12-30","19.197"
"2020-01-06","18.283"
"2020-01-13","18.619"
"2020-01-20","18.708"
"2020-01-27","18.82"
"2020-02-03","18.734"
"2020-02-10","18.414"
"2020-02-17","18.701"
"2020-02-24","18.608"
"2020-03-02","18.621"
"2020-03-09","18.821"
"2020-03-16","18.545"
"2020-03-23","18.925"
"2020-03-30","18.743"
"2020-04-06","18.737"
"2020-04-13","19.056"
"2020-04-20","19.276"
"2020-04-27","19.301"
"2020-05-04","19.513"
"2020-05-11","19.757"
"2020-05-18","20.093"
"2020-05-25","19.968"
"2020-06-01","19.946"
"2020-06-08","20.061"
"2020-06-15","20.19"
"2020-06-22","20.4"
"2020-06-29","19.473"
"2020-07-06","19.155"
"2020-07-13","19.139"
"2020-07-20","19.14"
"2020-07-27","19.272"
"2020-08-03","19.461"
"2020-08-10","21.632"
"2020-08-17","24.223"
"2020-08-24","24.902"
"2020-08-31","24.995"
"2020-09-07",null
"2020-09-14",null
"2020-09-21",null
"2020-09-28",null
"2020-10-05",null
"2020-10-12",null
"2020-10-19",null
"2020-10-26","28.397"
"2020-11-02","28.496"
"2020-11-09","28.648"
"2020-11-16","28.775"
"2020-11-23","29.206"
"2020-11-30","28.991"
"2020-12-07","29.325"
"2020-12-14","29.041"
"2020-12-21","28.779"
"2020-12-28","28.178"
"2021-01-04","26.916"
"2021-01-11","27.025"
"2021-01-18","26.707"
"2021-01-25","27.252"
"2021-02-01","26.233"
"2021-02-08","26.357"
"2021-02-15","27.43"
"2021-02-22","27.166"
"2021-03-01","26.893"
"2021-03-08","27.131"
"2021-03-15","27.606"
"2021-03-22","27.53"
"2021-03-29","26.66"
"2021-04-05","26.895"
"2021-04-12","27.11"
"2021-04-19","27.335"
"2021-04-26","27.016"
"2021-05-03","26.847"
"2021-05-10","27.039"
"2021-05-17","27.012"
"2021-05-24","27.554"
"2021-05-31","26.934"
"2021-06-07","27.058"
"2021-06-14","27.454"
"2021-06-21","27.532"
"2021-06-28","27.427"
"2021-07-05","26.653"
"2021-07-12","27.07"
"2021-07-19","26.531"
"2021-07-26","26.583"
"2021-08-02","27.108"
"2021-08-09","26.817"
"2021-08-16","26.825"
"2021-08-23","26.414"
"2021-08-30","26.684"
"2021-09-06","27.132"
"2021-09-13","26.947"
"2021-09-20","27.299"
"2021-09-27","26.951"
"2021-10-04","26.848"
"2021-10-11","27.671"
"2021-10-18","28.42"
"2021-10-25","29.374"
"2021-11-01","29.886"
"2021-11-08","29.902"
"2021-11-15","31.667"
"2021-11-22","32.706"
"2021-11-29","32.776"
"2021-12-06","33.11"
"2021-12-13","34.023"
"2021-12-20","33.859"
"2021-12-27","34.499"
"2022-01-03","34.392"
"2022-01-10","34.266"
"2022-01-17","34.303"
"2022-01-24","33.551"
"2022-01-31","33.268"
"2022-02-07","33.995"
"2022-02-14","34.714"
"2022-02-21","34.713"
"2022-02-28","36.165"
"2022-03-07","36.006"
"2022-03-14","36.902"
"2022-03-21","36.754"
"2022-03-28","36.785"
"2022-04-04","36.945"
"2022-04-11","38.25"
"2022-04-18","38.44"
"2022-04-25","39.807"
"2022-05-02","40.198"
"2022-05-09","40.7"
"2022-05-16","41.847"
"2022-05-23","42.97"
"2022-05-30","42.783"
"2022-06-06","43.384"
"2022-06-13","44.501"
"2022-06-20","45.651"
"2022-06-27","47.595"
"2022-07-04","46.729"
"2022-07-11","47.624"
"2022-07-18","46.826"
"2022-07-25","48.935"
"2022-08-01","49.498"
"2022-08-08","49.985"
"2022-08-15","52.392"
"2022-08-22","52.782"
"2022-08-29","53.286"
"2022-09-05",null
"2022-09-12",null
"2022-09-19",null
"2022-09-26",null
"2022-10-03",null
"2022-10-10",null
"2022-10-17",null
"2022-10-24",null
"2022-10-31","55.628"
"2022-11-07","58.038"
"2022-11-14","61.105"
"2022-11-21","61.918"
"2022-11-28","62.129"
"2022-12-05","62.209"
"2022-12-12","63.702"
"2022-12-19","63.415"
"2022-12-26","62.966"
"2023-01-02","62.828"
"2023-01-09","62.381"
"2023-01-16","61.916"
"2023-01-23","61.9"
"2023-01-30","61.546"
"2023-02-06","64.177"
"2023-02-13","66.398"
"2023-02-20","67.297"
"2023-02-27","67.96"
"2023-03-06",null
"2023-03-13",null
"2023-03-20",null
"2023-03-27","68.398"
"2023-04-03","68.912"
"2023-04-10","69.244"
"2023-04-17","69.681"
"2023-04-24","71.091"
"2023-05-01","84.336"
"2023-05-08","87.177"
"2023-05-15","88.059"
"2023-05-22","76.098"
"2023-05-29","71.554"
"2023-06-05","73.324"
"2023-06-12","71.346"
"2023-06-19","70.017"
"2023-06-26","70.755"
"2023-07-03","77.444"
"2023-07-10","78.943"
"2023-07-17","79.936"
"2023-07-24","80.485"
"2023-07-31","82.046"
